bacon	0.457114	0.817535	0.702932	0.876188	0.525589	0.274910	0.063193	0.018788	0.005864	0.013276	0.264213	0.733144	0.794611	0.299903	0.229188	0.009883	
bagel	0.010571	0.508544	0.678816	0.829338	0.572463	0.148251	0.048707	0.007572	0.003656	0.007900	0.224241	0.829683	0.771196	0.328675	0.081358	0.005708	
banel	0.283228	0.665137	0.737036	0.481237	0.310550	0.260485	0.768619	0.371953	0.115629	0.498409	0.768271	0.870585	0.925481	0.489414	0.497383	0.052066	
banic	0.173621	0.697810	0.684787	0.610233	0.302787	0.343173	0.851552	0.323630	0.101409	0.301998	0.849212	0.758913	0.737644	0.532057	0.502187	0.007435	
baron	0.068460	0.476196	0.376641	0.629360	0.136252	0.419253	0.782503	0.350464	0.189617	0.632551	0.663218	0.329422	0.714599	0.279559	0.160432	0.003378	
basin	0.661927	0.880918	0.924957	0.509414	0.831289	0.123302	0.029790	0.017188	0.007125	0.008839	0.242186	0.565164	0.576991	0.196902	0.452047	0.614678	
belet	0.250267	0.946592	0.364250	0.918605	0.373816	0.703642	0.600239	0.494419	0.380176	0.417605	0.129931	0.332616	0.556424	0.219965	0.323598	0.008005	
berin	0.026766	0.587940	0.667791	0.654211	0.324701	0.629570	0.711666	0.170433	0.117802	0.659880	0.747982	0.378860	0.834397	0.344290	0.177717	0.010731	
beris	0.078585	0.642691	0.000000	0.660209	0.255329	0.635957	0.733934	0.130898	0.089134	0.687879	0.838442	0.502005	0.840104	0.463158	0.063936	0.020770	
bison	0.372969	0.619557	0.880615	0.496707	0.580123	0.720070	0.573095	0.103927	0.050083	0.122631	0.626849	0.498222	0.609981	0.262777	0.508832	0.575971	
bonus	0.689086	0.659900	0.889534	0.661523	0.705074	0.792883	0.650184	0.593957	0.228049	0.067376	0.023273	0.148170	0.631683	0.066317	0.013166	0.001351	
boreb	0.177537	0.824940	0.325897	0.945585	0.449073	0.730785	0.482522	0.569697	0.499557	0.306518	0.236230	0.051318	0.120756	0.036760	0.001201	0.000000	
boril	0.030173	0.526835	0.577879	0.750855	0.437537	0.919675	0.627059	0.471871	0.436804	0.227519	0.153479	0.035084	0.000000	0.000000	0.009386	0.000486	
cabin	0.095801	0.229013	0.589355	0.190693	0.324155	0.550570	0.850745	0.839336	0.567271	0.774923	0.659390	0.236336	0.784143	0.398064	0.154721	0.001701	
camel	0.101125	0.208345	0.737126	0.274675	0.459073	0.553986	0.665617	0.866369	0.481700	0.830192	0.617408	0.571592	0.840248	0.280966	0.279104	0.002743	
caris	0.022204	0.587157	0.622095	0.740529	0.328584	0.778047	0.667295	0.282922	0.081072	0.595140	0.815726	0.499255	0.589450	0.310758	0.100985	0.001956	
casef	0.094997	0.419363	0.630893	0.167549	0.144353	0.429261	0.772626	0.770595	0.499720	0.732695	0.656405	0.245665	0.943555	0.296609	0.250235	0.399779	
cazel	0.001389	0.068188	0.562719	0.020425	0.346733	0.641299	0.812742	1.000000	0.584712	0.707453	0.608619	0.338608	0.542827	0.235817	0.108349	0.000816	
civic	0.058067	0.489082	0.743169	0.632912	0.920776	0.484264	0.179838	0.108351	0.019852	0.242311	0.501349	0.636110	0.470992	0.434952	0.520557	0.423638	
civil	0.006458	0.050472	0.486373	0.472856	0.897487	0.286885	0.094890	0.036139	0.022714	0.407307	0.224347	0.395057	0.367262	0.157810	0.285257	0.523534	
cobin	0.117551	0.133515	0.560124	0.059809	0.402208	0.686472	0.931353	0.894909	0.715981	0.184287	0.403210	0.386552	0.609216	0.500595	0.218320	0.000600	
colon	0.248350	0.345934	0.736222	0.400735	0.595803	0.942434	0.639247	0.625832	0.015009	0.000536	0.001234	0.132546	0.315680	0.131429	0.017000	0.000120	
comet	0.018675	0.321089	0.690694	0.383728	0.394335	0.513145	0.645827	0.983232	0.867297	0.277024	0.161176	0.393390	0.858870	0.217053	0.389191	0.002317	
